id,number of bedrooms,number of bathrooms,living area,waterfront present,condition of the house,Distance from the airport,Number of schools nearby,Lattitude,Longitude,Price
6762812286.0,3.0,2.5,2040.0,0.0,3.0,73.0,2.0,52.8634,-114.54,872500
6762812917.0,4.0,2.5,3370.0,0.0,3.0,59.0,1.0,52.8196,-114.168,806000
6762812927.0,4.0,2.5,3160.0,0.0,3.0,63.0,3.0,52.7972,-114.301,805000
6762812985.0,4.0,2.0,2130.0,0.0,5.0,55.0,2.0,52.8845,-114.523,800000
6762813149.0,4.0,2.3,2580.0,0.0,4.0,51.0,1.0,52.7866,-114.409,787888
6762813262.0,3.0,1.8,2320.0,0.0,4.0,77.0,1.0,52.8749,-114.579,779000
6762813459.0,4.0,2.5,3150.0,0.0,3.0,66.0,2.0,52.9382,-114.291,762500
6762813549.0,4.0,2.5,2730.0,0.0,3.0,50.0,2.0,52.7714,-114.323,756000
6762813734.0,4.0,2.0,1960.0,0.0,3.0,51.0,1.0,52.81,-114.595,745000
6762813782.0,6.0,2.3,3140.0,0.0,4.0,78.0,2.0,52.8416,-114.359,740000
6762813857.0,3.0,3.3,2960.0,0.0,3.0,67.0,2.0,52.9752,-114.392,735000
6762813961.0,4.0,3.5,3490.0,0.0,3.0,54.0,1.0,52.6328,-114.192,728000
6762815067.0,3.0,2.0,2880.0,0.0,4.0,52.0,2.0,52.9105,-114.575,660000
6762815136.0,5.0,2.5,2530.0,0.0,4.0,50.0,3.0,52.846,-114.305,657000
6762815265.0,3.0,2.5,2790.0,0.0,3.0,50.0,3.0,52.8258,-114.228,650000
6762815547.0,4.0,3.5,3080.0,0.0,3.0,70.0,1.0,53.0021,-114.114,637000
6762815674.0,3.0,1.0,1360.0,0.0,5.0,54.0,3.0,52.5659,-114.223,630000
6762815731.0,3.0,2.0,1940.0,0.0,4.0,66.0,3.0,52.9142,-114.499,627000
6762816435.0,4.0,2.8,3470.0,0.0,3.0,52.0,1.0,52.9366,-114.158,598600
6762816480.0,3.0,2.0,1530.0,0.0,4.0,57.0,3.0,52.8953,-114.384,595000
6762816949.0,3.0,2.5,1750.0,0.0,4.0,59.0,2.0,52.9254,-114.389,575000
6762817123.0,4.0,2.5,3230.0,0.0,3.0,50.0,3.0,52.745,-114.059,569950
6762817463.0,3.0,2.5,1940.0,0.0,3.0,77.0,1.0,52.7944,-114.283,555000
6762817617.0,5.0,1.0,2150.0,0.0,3.0,59.0,3.0,52.7819,-113.993,550000
6762817618.0,4.0,2.5,2470.0,0.0,3.0,60.0,2.0,52.9985,-114.426,550000
6762817765.0,3.0,2.0,1560.0,0.0,5.0,52.0,1.0,52.9213,-114.523,549000
6762818139.0,3.0,2.0,2040.0,0.0,5.0,79.0,1.0,52.8259,-114.483,535000
6762818448.0,3.0,2.5,2340.0,0.0,3.0,76.0,2.0,52.6288,-114.218,525000
6762818608.0,4.0,2.5,2900.0,0.0,3.0,58.0,1.0,53.0017,-114.426,520000
6762818673.0,4.0,2.5,2320.0,0.0,5.0,70.0,2.0,52.8348,-114.488,518000
6762818741.0,4.0,2.5,2890.0,0.0,3.0,50.0,1.0,52.7966,-114.097,515000
6762819120.0,2.0,2.3,1570.0,0.0,3.0,66.0,3.0,52.8814,-114.575,500000
6762819121.0,4.0,2.3,2350.0,0.0,4.0,64.0,1.0,52.9707,-114.373,500000
6762819122.0,4.0,2.5,2040.0,0.0,3.0,65.0,1.0,52.9713,-114.544,500000
6762819570.0,2.0,1.8,1810.0,0.0,3.0,56.0,3.0,52.9477,-114.224,489000
6762819789.0,2.0,1.0,1030.0,0.0,4.0,53.0,3.0,52.9079,-114.543,480000
6762819790.0,4.0,2.3,2520.0,0.0,3.0,57.0,2.0,52.8409,-114.493,480000
6762820043.0,5.0,2.5,2080.0,0.0,4.0,57.0,1.0,52.9634,-114.358,474950
6762820137.0,4.0,2.8,2150.0,0.0,4.0,71.0,3.0,53.0058,-114.39,470000
6762820531.0,4.0,2.0,1560.0,0.0,4.0,70.0,2.0,52.9182,-114.555,459000
6762820827.0,2.0,1.0,910.0,0.0,4.0,63.0,2.0,52.913,-114.564,450000
6762820990.0,3.0,1.8,1300.0,0.0,4.0,74.0,3.0,52.7757,-114.573,448500
6762821081.0,3.0,2.8,2180.0,0.0,3.0,80.0,2.0,53.006,-114.359,445000
6762821249.0,4.0,1.0,1780.0,0.0,3.0,80.0,3.0,52.8924,-114.544,440000
6762821556.0,4.0,3.0,2010.0,0.0,3.0,75.0,3.0,52.9988,-114.408,434000
6762821618.0,2.0,2.0,1390.0,0.0,3.0,56.0,2.0,52.9799,-114.48,431000
6762821667.0,4.0,1.8,1710.0,0.0,3.0,77.0,3.0,53.0021,-114.483,430000
6762821668.0,3.0,1.5,1550.0,0.0,4.0,74.0,1.0,52.9372,-114.55,430000
6762821669.0,4.0,2.5,2750.0,0.0,3.0,64.0,1.0,52.9627,-114.156,430000
6762821879.0,2.0,1.0,1430.0,0.0,3.0,75.0,2.0,52.9296,-114.393,425000
6762821880.0,3.0,1.5,1390.0,0.0,4.0,73.0,1.0,52.864,-114.315,425000
6762822081.0,2.0,1.0,820.0,0.0,5.0,60.0,3.0,52.7949,-114.57,420000
6762822082.0,4.0,2.5,2480.0,0.0,3.0,60.0,2.0,52.5485,-114.452,420000
6762822083.0,3.0,2.3,2020.0,0.0,3.0,64.0,2.0,52.9288,-114.105,420000
6762822233.0,3.0,2.5,1570.0,0.0,3.0,55.0,2.0,52.7642,-114.032,417000
6762822380.0,3.0,1.5,1260.0,0.0,3.0,68.0,3.0,52.9304,-114.495,414900
6762822388.0,4.0,2.5,3490.0,0.0,4.0,71.0,1.0,52.5498,-114.576,414000
6762822490.0,3.0,2.0,1740.0,0.0,4.0,67.0,2.0,52.6826,-114.547,410000
6762822772.0,3.0,2.5,1509.0,0.0,3.0,60.0,3.0,52.9348,-114.53,401500
6762822844.0,3.0,1.8,1330.0,0.0,3.0,52.0,2.0,52.7838,-114.366,400000
6762822845.0,3.0,1.8,1730.0,0.0,3.0,70.0,2.0,52.9449,-114.512,400000
6762822951.0,3.0,1.0,1470.0,0.0,3.0,50.0,2.0,52.9313,-114.558,399950
6762822994.0,3.0,3.0,2240.0,0.0,4.0,79.0,2.0,52.7829,-114.546,399000
6762823654.0,2.0,2.5,1860.0,0.0,3.0,54.0,2.0,53.006,-114.429,380000
6762824078.0,2.0,1.5,1010.0,0.0,3.0,50.0,3.0,52.8674,-114.565,370000
6762824323.0,3.0,2.5,2850.0,0.0,3.0,71.0,2.0,52.5148,-114.535,364988
6762824804.0,4.0,1.8,1850.0,0.0,3.0,51.0,2.0,52.9266,-114.514,352000
6762825064.0,2.0,1.5,2060.0,0.0,3.0,63.0,1.0,52.745,-114.552,348140
6762825164.0,3.0,3.3,1600.0,0.0,3.0,67.0,1.0,52.9451,-114.545,345000
6762825235.0,5.0,2.0,2130.0,0.0,3.0,57.0,3.0,52.9703,-114.508,344000
6762825591.0,4.0,2.5,2520.0,0.0,3.0,71.0,1.0,52.573,-114.506,335000
6762826037.0,3.0,1.0,1590.0,0.0,3.0,50.0,2.0,52.6313,-114.511,325000
6762826277.0,3.0,2.0,1820.0,0.0,5.0,55.0,1.0,52.7003,-114.302,320000
6762826425.0,3.0,2.3,1358.0,0.0,3.0,59.0,1.0,52.9354,-114.536,317000
6762826454.0,3.0,1.8,1870.0,0.0,3.0,66.0,2.0,52.684,-114.354,315500
6762826707.0,3.0,2.5,2370.0,0.0,3.0,61.0,2.0,52.5003,-114.502,310000
6762826829.0,5.0,2.3,1980.0,0.0,4.0,70.0,3.0,52.6284,-114.491,307700
6762827312.0,3.0,2.0,1390.0,0.0,3.0,61.0,1.0,52.6804,-114.396,297950
6762827435.0,3.0,1.8,1550.0,0.0,3.0,56.0,1.0,52.7591,-114.541,294010
6762827551.0,3.0,1.0,1010.0,0.0,4.0,50.0,1.0,52.6783,-113.963,290000
6762827649.0,3.0,2.5,2110.0,0.0,4.0,64.0,3.0,52.5858,-114.363,289000
6762827884.0,3.0,2.5,1610.0,0.0,4.0,51.0,1.0,52.579,-114.226,282000
6762828410.0,3.0,2.3,1760.0,0.0,3.0,57.0,1.0,52.6801,-114.464,270000
6762828496.0,3.0,2.0,1640.0,0.0,4.0,69.0,3.0,52.578,-114.225,269500
6762828536.0,3.0,2.5,1700.0,0.0,3.0,67.0,1.0,52.7214,-114.524,268000
6762828635.0,3.0,1.8,1420.0,0.0,3.0,61.0,2.0,52.9835,-114.544,265000
6762828636.0,4.0,2.3,2300.0,0.0,3.0,56.0,2.0,52.6876,-114.35,265000
6762828637.0,3.0,1.8,1630.0,0.0,4.0,55.0,1.0,52.6116,-114.503,265000
6762828823.0,3.0,1.0,1790.0,0.0,3.0,51.0,3.0,52.6187,-114.41,260000
6762828951.0,3.0,2.0,1300.0,0.0,5.0,62.0,2.0,52.7165,-114.428,257500
6762829032.0,2.0,1.0,1610.0,0.0,3.0,64.0,3.0,52.7395,-114.503,255000
6762829090.0,4.0,2.0,2180.0,0.0,5.0,64.0,1.0,52.5976,-114.236,254950
6762829103.0,2.0,1.0,910.0,0.0,3.0,51.0,2.0,52.7553,-114.456,254000
6762829154.0,3.0,2.3,1740.0,0.0,3.0,54.0,2.0,52.6276,-114.356,252000
6762829175.0,3.0,2.0,1300.0,0.0,4.0,65.0,1.0,52.598,-114.505,251000
6762829236.0,3.0,2.3,1560.0,0.0,3.0,59.0,3.0,52.7289,-114.512,250000
6762829237.0,3.0,2.5,2070.0,0.0,4.0,57.0,2.0,52.5399,-114.396,250000
6762829637.0,3.0,1.8,1520.0,0.0,3.0,77.0,1.0,52.5563,-114.555,240000
6762829824.0,2.0,1.0,820.0,0.0,4.0,79.0,2.0,52.7475,-114.395,235000
6762829825.0,2.0,1.0,910.0,0.0,3.0,52.0,1.0,52.9632,-114.495,235000
6762829826.0,2.0,1.0,2150.0,0.0,3.0,80.0,3.0,52.7458,-114.457,235000
6762829975.0,3.0,1.0,880.0,0.0,3.0,65.0,1.0,52.6137,-114.497,230000
6762830401.0,2.0,1.0,860.0,0.0,4.0,70.0,1.0,52.7101,-114.505,216000
6762830504.0,4.0,1.8,1250.0,0.0,4.0,75.0,2.0,52.532,-114.572,212000
6762830649.0,3.0,1.0,1080.0,0.0,4.0,50.0,3.0,52.5515,-114.541,207000
6762830699.0,3.0,1.0,1370.0,0.0,3.0,55.0,1.0,52.5069,-114.454,205000
6762830726.0,2.0,0.8,1130.0,0.0,3.0,55.0,2.0,52.6826,-114.474,204950
6762831224.0,2.0,1.0,600.0,0.0,5.0,64.0,2.0,52.7227,-114.47,174000
6762831532.0,1.0,1.0,610.0,0.0,3.0,51.0,2.0,52.7165,-114.387,126000
6762810413.0,4.0,3.5,4285.0,0.0,5.0,71.0,2.0,52.8734,-114.599,1650000
6762810569.0,4.0,3.0,3050.0,0.0,4.0,77.0,3.0,52.8553,-114.474,1480000
6762810899.0,4.0,3.8,3830.0,0.0,4.0,51.0,2.0,52.9537,-114.232,1250000
6762811013.0,4.0,3.5,4560.0,0.0,3.0,72.0,1.0,52.7821,-114.305,1200000
6762811255.0,4.0,3.0,3410.0,0.0,3.0,76.0,3.0,52.7716,-114.57,1090000
6762811356.0,4.0,3.5,4210.0,0.0,3.0,73.0,2.0,52.8065,-114.262,1050000
6762811357.0,3.0,2.5,3400.0,0.0,3.0,80.0,3.0,52.9143,-114.495,1050000
6762811612.0,4.0,3.8,4133.0,0.0,3.0,52.0,1.0,52.9779,-114.162,979500
6762811669.0,3.0,2.5,2830.0,0.0,3.0,67.0,1.0,52.9098,-114.575,969950
6762811740.0,5.0,3.3,3250.0,0.0,4.0,55.0,3.0,52.818,-114.306,951000
6762811763.0,3.0,2.0,2250.0,0.0,4.0,72.0,2.0,52.8589,-114.499,950000
6762811764.0,3.0,2.5,3080.0,0.0,3.0,70.0,1.0,52.8769,-114.579,950000
6762811846.0,4.0,3.5,3510.0,0.0,3.0,52.0,3.0,52.7493,-114.34,935000
6762812036.0,4.0,3.5,2980.0,0.0,3.0,56.0,3.0,52.9068,-114.516,905000
6762812069.0,5.0,3.0,4350.0,0.0,3.0,71.0,1.0,52.8818,-114.35,900000
6762812721.0,2.0,1.0,1150.0,1.0,4.0,51.0,3.0,52.732,-114.412,825000
6762812908.0,3.0,2.5,2550.0,0.0,5.0,64.0,1.0,52.9292,-114.577,808000
6762813228.0,4.0,2.8,3640.0,0.0,3.0,63.0,2.0,52.7378,-114.208,780000
6762813425.0,2.0,2.5,2170.0,0.0,3.0,64.0,3.0,52.9415,-114.204,765000
6762814083.0,4.0,1.8,2530.0,0.0,5.0,76.0,3.0,52.8924,-114.538,720000
6762814147.0,4.0,2.3,2480.0,0.0,4.0,65.0,2.0,52.8688,-114.289,716000
6762814450.0,3.0,2.5,2740.0,0.0,4.0,65.0,3.0,52.7885,-114.405,699000
6762814451.0,3.0,2.5,2680.0,0.0,3.0,54.0,3.0,52.9343,-114.318,699000
6762814497.0,2.0,1.8,1570.0,0.0,3.0,67.0,3.0,52.8515,-114.391,695000
6762814561.0,3.0,2.3,2430.0,0.0,4.0,64.0,1.0,52.7834,-114.35,690000
6762815404.0,2.0,1.5,1995.0,0.0,4.0,74.0,2.0,52.6322,-114.654,645000
6762815449.0,3.0,2.5,2220.0,0.0,3.0,58.0,2.0,52.9263,-114.583,641250
6762815488.0,4.0,1.8,2020.0,0.0,3.0,56.0,2.0,52.5713,-114.238,640000
6762815638.0,5.0,2.5,2260.0,0.0,3.0,63.0,1.0,52.8282,-114.318,632000
6762815788.0,3.0,2.5,2330.0,0.0,3.0,57.0,3.0,52.7922,-114.582,625000
6762815862.0,3.0,2.5,2260.0,0.0,4.0,54.0,2.0,52.8014,-114.566,622500
6762816417.0,4.0,2.5,2120.0,0.0,3.0,58.0,3.0,52.7821,-114.186,599000
6762816539.0,3.0,2.5,2400.0,0.0,3.0,58.0,3.0,52.7328,-113.959,592000
6762817032.0,3.0,2.8,2200.0,0.0,3.0,55.0,1.0,52.8471,-114.218,572000
6762817206.0,4.0,2.5,2280.0,0.0,3.0,65.0,2.0,52.8195,-114.209,565000
6762817530.0,4.0,2.0,2560.0,0.0,5.0,80.0,2.0,52.9469,-114.519,552625
6762817558.0,5.0,3.8,3090.0,0.0,3.0,54.0,3.0,52.6894,-114.323,551000
6762817842.0,4.0,2.3,2390.0,0.0,4.0,65.0,2.0,52.9866,-114.303,545000
6762817968.0,5.0,2.5,3100.0,0.0,3.0,71.0,2.0,52.968,-114.155,540000
6762818074.0,4.0,2.0,1560.0,0.0,3.0,51.0,3.0,52.9014,-114.47,537000
6762818140.0,4.0,2.5,2710.0,0.0,3.0,52.0,2.0,52.9957,-114.48,535000
6762818710.0,4.0,2.8,2210.0,0.0,4.0,62.0,3.0,52.8386,-114.249,516000
6762818742.0,3.0,2.3,1640.0,0.0,4.0,68.0,3.0,52.7784,-114.362,515000
6762819123.0,4.0,2.0,2100.0,0.0,4.0,59.0,2.0,52.9539,-114.363,500000
6762819338.0,3.0,1.8,2130.0,0.0,3.0,66.0,2.0,52.9359,-114.491,495500
6762819441.0,3.0,2.3,2100.0,0.0,3.0,62.0,1.0,52.877,-114.251,492000
6762819489.0,3.0,2.3,2550.0,0.0,3.0,69.0,1.0,53.0011,-114.385,490000
6762819921.0,3.0,2.5,2120.0,0.0,3.0,74.0,2.0,52.98,-114.373,475226
6762820138.0,5.0,1.8,2030.0,0.0,4.0,71.0,3.0,52.8717,-114.299,470000
6762820139.0,4.0,2.0,2180.0,0.0,4.0,65.0,3.0,52.928,-114.11,470000
6762820289.0,4.0,2.5,3030.0,0.0,3.0,75.0,2.0,52.6898,-114.194,465000
6762820575.0,4.0,1.8,2100.0,0.0,5.0,71.0,2.0,52.9778,-114.528,457000
6762820828.0,4.0,3.0,1890.0,0.0,4.0,53.0,1.0,52.7521,-114.234,450000
6762820950.0,4.0,3.0,2800.0,0.0,3.0,80.0,1.0,52.5842,-114.204,449950
6762821082.0,4.0,2.5,2170.0,0.0,3.0,65.0,3.0,52.7889,-114.555,445000
6762821173.0,4.0,1.8,1620.0,0.0,3.0,60.0,2.0,52.9088,-114.3,442200
6762821483.0,2.0,1.0,1120.0,0.0,4.0,53.0,2.0,52.5505,-114.057,435000
6762821806.0,3.0,2.0,1720.0,0.0,3.0,56.0,2.0,52.6787,-114.171,427000
6762822084.0,3.0,2.0,2330.0,0.0,3.0,56.0,1.0,52.7435,-114.57,420000
6762822209.0,3.0,2.0,1250.0,0.0,3.0,67.0,3.0,52.9005,-114.58,418000
6762822652.0,3.0,1.0,1220.0,0.0,3.0,71.0,3.0,52.8626,-114.309,405000
6762822777.0,3.0,3.3,1770.0,0.0,3.0,71.0,2.0,52.9486,-114.504,401000
6762823396.0,3.0,2.3,1350.0,0.0,3.0,53.0,3.0,52.8297,-114.502,388500
6762823408.0,3.0,2.5,2370.0,0.0,3.0,72.0,1.0,52.5996,-114.208,387865
6762823655.0,4.0,2.5,2270.0,0.0,3.0,75.0,1.0,52.9389,-114.431,380000
6762823878.0,1.0,1.0,1090.0,0.0,3.0,69.0,1.0,52.9299,-114.581,375000
6762823879.0,4.0,2.3,2330.0,0.0,4.0,79.0,2.0,52.6795,-114.338,375000
6762824079.0,3.0,1.8,1150.0,0.0,4.0,69.0,3.0,52.9009,-114.375,370000
6762824267.0,3.0,2.5,2200.0,0.0,3.0,57.0,3.0,52.6497,-114.395,365000
6762824268.0,3.0,2.3,2430.0,0.0,3.0,75.0,3.0,52.7365,-114.381,365000
6762824269.0,4.0,2.5,2800.0,0.0,4.0,57.0,3.0,52.5995,-114.298,365000
6762824334.0,3.0,2.5,2280.0,0.0,3.0,53.0,2.0,52.6513,-114.223,364250
6762824661.0,3.0,3.0,1850.0,0.0,3.0,80.0,1.0,53.0017,-114.44,355000
6762824662.0,3.0,1.8,2040.0,0.0,3.0,60.0,3.0,52.9739,-114.523,355000
6762824889.0,3.0,1.8,1360.0,0.0,3.0,52.0,1.0,52.7016,-113.946,350000
6762825280.0,4.0,2.0,1570.0,0.0,3.0,51.0,1.0,52.9873,-114.407,342000
6762825336.0,3.0,1.8,1540.0,0.0,3.0,74.0,2.0,52.7951,-114.08,340000
6762825876.0,4.0,1.0,1360.0,0.0,4.0,60.0,1.0,52.9812,-114.508,329950
6762826798.0,3.0,2.5,1780.0,0.0,3.0,72.0,3.0,52.6072,-114.235,309000
6762827117.0,3.0,2.5,1590.0,0.0,3.0,63.0,2.0,52.9644,-114.176,300000
6762827118.0,3.0,1.0,1300.0,0.0,3.0,71.0,3.0,52.7735,-114.549,300000
6762827842.0,3.0,1.8,1430.0,0.0,3.0,66.0,2.0,52.7772,-114.493,284000
6762828094.0,3.0,1.0,860.0,0.0,3.0,67.0,2.0,52.6923,-114.535,278000
6762828126.0,3.0,1.0,1140.0,0.0,3.0,61.0,3.0,52.9764,-114.507,277000
6762828127.0,3.0,2.3,2160.0,0.0,3.0,54.0,3.0,52.4227,-114.201,277000
6762828202.0,3.0,1.8,1300.0,0.0,3.0,78.0,2.0,52.7887,-114.094,275000
6762828411.0,3.0,1.8,1260.0,0.0,3.0,80.0,3.0,53.002,-114.513,270000
6762828526.0,3.0,2.3,1140.0,0.0,3.0,60.0,3.0,52.7739,-114.565,268500
6762828537.0,3.0,2.8,1880.0,0.0,3.0,52.0,3.0,52.7705,-114.483,268000
6762828638.0,5.0,2.3,2600.0,0.0,4.0,53.0,2.0,52.5261,-114.378,265000
6762828900.0,3.0,1.0,1250.0,0.0,3.0,70.0,1.0,52.8925,-114.249,259875
6762829742.0,3.0,1.0,1240.0,0.0,5.0,65.0,1.0,52.7227,-114.359,238000
6762829827.0,2.0,1.0,880.0,0.0,5.0,79.0,2.0,52.7371,-114.455,235000
6762829889.0,4.0,2.5,1820.0,0.0,3.0,67.0,1.0,52.493,-114.432,234000
6762829976.0,3.0,1.8,1260.0,0.0,4.0,57.0,1.0,52.7052,-114.323,230000
6762830148.0,3.0,2.0,1320.0,0.0,3.0,76.0,1.0,52.5396,-114.547,225000
6762830149.0,4.0,1.0,1410.0,0.0,3.0,68.0,1.0,52.6067,-114.477,225000
6762830505.0,3.0,1.5,1060.0,0.0,4.0,51.0,1.0,52.5517,-114.508,212000
6762830523.0,4.0,2.0,1710.0,0.0,3.0,72.0,2.0,52.6247,-114.364,211000
6762830562.0,3.0,1.0,1730.0,0.0,3.0,62.0,3.0,52.5704,-114.47,210000
6762830743.0,3.0,1.8,1490.0,0.0,4.0,78.0,2.0,52.5487,-114.37,203000
6762831421.0,4.0,1.0,1470.0,0.0,3.0,67.0,1.0,52.7119,-114.479,150550
6762810057.0,5.0,3.5,4330.0,0.0,3.0,73.0,3.0,52.8551,-114.408,3170000
6762810442.0,5.0,4.5,6085.0,0.0,3.0,62.0,2.0,52.8385,-114.142,1610000
6762810607.0,2.0,2.5,2720.0,0.0,3.0,70.0,1.0,52.7799,-114.454,1440000
6762810850.0,6.0,5.3,6160.0,0.0,3.0,78.0,3.0,52.8394,-114.213,1280000
6762811014.0,4.0,3.3,3850.0,0.0,3.0,66.0,3.0,52.8539,-114.255,1200000
6762811220.0,3.0,2.5,2550.0,0.0,3.0,68.0,1.0,52.9057,-114.516,1100000
6762811302.0,2.0,2.3,3900.0,0.0,3.0,53.0,2.0,52.8184,-114.481,1070000
6762811539.0,2.0,2.0,1600.0,0.0,3.0,54.0,1.0,52.9644,-114.333,995000
6762811540.0,5.0,3.3,4130.0,0.0,3.0,65.0,2.0,52.8322,-114.25,995000
6762811933.0,4.0,2.5,2950.0,0.0,3.0,52.0,2.0,52.8951,-114.593,921800
6762811978.0,5.0,2.5,2750.0,0.0,5.0,67.0,3.0,52.8664,-114.49,915000
6762811979.0,4.0,2.5,3400.0,0.0,4.0,69.0,3.0,52.9468,-114.303,915000
6762812050.0,3.0,2.8,3240.0,0.0,3.0,75.0,2.0,52.797,-114.463,902000
6762812108.0,3.0,2.5,3530.0,0.0,3.0,68.0,3.0,52.7839,-114.293,898000
6762812188.0,4.0,2.5,4090.0,0.0,3.0,69.0,2.0,52.811,-114.161,885000
6762812663.0,4.0,3.8,3610.0,0.0,3.0,64.0,2.0,52.9292,-114.575,830005
6762813783.0,2.0,2.5,2170.0,0.0,3.0,75.0,3.0,52.9461,-114.204,740000
6762814240.0,3.0,2.0,1780.0,0.0,3.0,80.0,3.0,52.8096,-114.419,710000
6762814281.0,2.0,2.5,2130.0,0.0,5.0,80.0,2.0,52.8873,-114.589,707000
6762814443.0,2.0,2.5,2380.0,0.0,3.0,53.0,3.0,52.947,-114.21,699800
6762814680.0,4.0,2.5,3030.0,0.0,4.0,69.0,3.0,52.9768,-114.302,682000
6762815184.0,5.0,2.5,2960.0,0.0,4.0,55.0,3.0,52.8533,-114.292,654000
6762815266.0,3.0,1.0,1300.0,0.0,4.0,58.0,1.0,52.8637,-114.389,650000
6762815489.0,3.0,2.5,2790.0,0.0,5.0,68.0,3.0,52.7541,-114.229,640000
6762815555.0,4.0,2.5,2840.0,0.0,3.0,80.0,3.0,52.7435,-114.359,636230
6762815789.0,3.0,2.5,2000.0,0.0,5.0,53.0,3.0,52.7939,-114.591,625000
6762816895.0,2.0,1.8,1620.0,0.0,3.0,52.0,2.0,52.8003,-114.575,577000
6762817252.0,4.0,2.8,2990.0,0.0,3.0,64.0,3.0,52.9701,-114.416,564950
6762817619.0,3.0,1.8,1650.0,0.0,3.0,75.0,3.0,52.8509,-114.507,550000
6762817799.0,4.0,2.3,2170.0,0.0,3.0,76.0,3.0,52.8519,-114.299,546800
6762817843.0,4.0,1.8,1940.0,0.0,4.0,66.0,2.0,52.9321,-114.431,545000
6762817931.0,3.0,1.8,1410.0,0.0,4.0,58.0,1.0,52.8995,-114.51,541000
6762818807.0,3.0,2.0,1770.0,0.0,4.0,55.0,2.0,52.8942,-114.363,514000
6762818961.0,3.0,2.3,2210.0,0.0,4.0,65.0,3.0,52.9874,-114.469,507000
6762818994.0,4.0,2.0,2730.0,0.0,4.0,76.0,1.0,53.0033,-114.461,505000
6762819490.0,4.0,2.5,2430.0,0.0,3.0,70.0,2.0,52.8464,-114.143,490000
6762819491.0,3.0,2.3,1620.0,0.0,3.0,58.0,2.0,52.8351,-114.494,490000
6762819967.0,3.0,1.8,1870.0,0.0,3.0,78.0,2.0,52.925,-114.105,475000
6762820593.0,3.0,2.0,1870.0,0.0,5.0,74.0,2.0,52.9264,-114.555,456000
6762820630.0,4.0,2.8,3030.0,0.0,4.0,62.0,2.0,52.631,-114.325,455000
6762820829.0,3.0,1.8,1540.0,0.0,3.0,79.0,1.0,52.9963,-114.418,450000
6762821314.0,3.0,1.8,1570.0,0.0,4.0,72.0,1.0,52.99,-114.53,439995
6762821341.0,3.0,1.8,1250.0,0.0,3.0,72.0,3.0,52.8585,-114.308,439000
6762822995.0,3.0,3.0,1520.0,0.0,3.0,60.0,3.0,52.9476,-114.474,399000
6762823190.0,2.0,2.0,1170.0,0.0,3.0,61.0,2.0,52.9173,-114.481,393820
6762823276.0,2.0,1.0,1270.0,0.0,4.0,65.0,2.0,52.9416,-114.501,390000
6762823379.0,3.0,1.8,1400.0,0.0,4.0,57.0,1.0,52.7627,-114.222,389000
6762823656.0,5.0,2.5,2760.0,0.0,4.0,56.0,1.0,52.7069,-114.331,380000
6762823880.0,5.0,1.5,2050.0,0.0,3.0,56.0,2.0,52.666,-114.385,375000
6762824080.0,3.0,2.5,2490.0,0.0,3.0,68.0,1.0,52.6005,-114.321,370000
6762824081.0,4.0,1.0,1540.0,0.0,4.0,78.0,1.0,52.9404,-114.403,370000
6762824436.0,3.0,1.8,1830.0,0.0,4.0,72.0,2.0,52.971,-114.169,360000
6762824596.0,5.0,2.5,2990.0,0.0,3.0,65.0,2.0,52.9684,-114.538,357000
6762825337.0,3.0,1.8,1720.0,0.0,3.0,52.0,2.0,52.7392,-114.552,340000
6762825980.0,5.0,2.8,2166.0,0.0,3.0,74.0,3.0,52.5761,-114.342,326000
6762826410.0,3.0,2.5,1980.0,0.0,3.0,60.0,2.0,52.5982,-114.307,317750
6762827119.0,4.0,1.8,2080.0,0.0,4.0,67.0,1.0,52.6049,-114.481,300000
6762827238.0,3.0,1.8,1810.0,0.0,3.0,52.0,2.0,52.6007,-114.465,299500
6762827373.0,4.0,3.0,2120.0,0.0,3.0,57.0,2.0,52.8514,-114.33,295000
6762827650.0,3.0,1.8,1260.0,0.0,3.0,53.0,2.0,52.6666,-114.525,289000
6762827732.0,2.0,1.0,610.0,0.0,4.0,73.0,1.0,52.7769,-114.581,286000
6762827780.0,3.0,1.8,1020.0,0.0,5.0,57.0,1.0,52.7632,-114.48,285000
6762828412.0,2.0,1.0,1000.0,0.0,3.0,75.0,1.0,52.757,-114.546,270000
6762828413.0,3.0,2.5,1870.0,0.0,3.0,62.0,1.0,52.5639,-114.245,270000
6762828639.0,4.0,2.5,1820.0,0.0,3.0,75.0,3.0,52.5853,-114.386,265000
6762828739.0,3.0,1.5,1300.0,0.0,3.0,74.0,2.0,52.6856,-114.399,263000
6762828913.0,3.0,2.0,1610.0,0.0,3.0,57.0,1.0,53.0004,-114.454,259000
6762828961.0,3.0,2.3,1730.0,0.0,3.0,56.0,3.0,52.6123,-114.356,257000
6762829033.0,3.0,1.5,1490.0,0.0,4.0,76.0,1.0,52.6983,-114.541,255000
6762829189.0,3.0,1.5,1180.0,0.0,5.0,68.0,2.0,52.6138,-114.477,250200
6762829238.0,3.0,2.5,1650.0,0.0,3.0,71.0,2.0,52.6628,-114.386,250000
6762830238.0,2.0,2.0,1360.0,0.0,3.0,75.0,2.0,52.5789,-114.212,222000
6762830435.0,4.0,1.5,1430.0,0.0,3.0,56.0,3.0,52.5334,-114.573,215000
6762830645.0,2.0,1.0,1000.0,0.0,3.0,67.0,2.0,52.7196,-114.394,207100
